"date","stock"
1991-10-01,"905761"
1991-10-01,"916741"
1991-10-01,"906998"
1991-10-01,"912311"
1991-10-01,"905361"
1991-10-01,"923513"
1991-10-01,"921693"
1991-10-01,"906400"
1991-10-01,"906149"
1991-10-01,"902325"
1991-10-01,"921146"
1991-10-01,"904864"
1991-10-01,"981683"
1991-10-01,"933974"
1991-10-01,"921503"
1991-10-01,"921232"
1991-10-01,"902350"
1991-10-01,"922725"
1991-10-01,"905255"
1991-10-01,"905119"
1991-10-01,"912401"
1991-10-01,"916079"
1991-10-01,"921855"
1991-10-01,"905682"
1991-10-01,"902329"
1991-10-01,"951606"
1991-10-01,"923425"
1991-10-01,"904897"
1991-10-01,"951574"
1991-10-01,"903736"
1991-10-01,"945727"
1991-10-01,"912969"
1991-10-01,"904598"
1991-10-01,"906177"
1991-10-01,"905061"
1991-10-01,"921649"
1991-10-01,"501541"
1991-10-01,"921645"
1991-10-01,"905423"
1991-10-01,"905062"
1991-10-01,"903720"
1991-10-01,"993394"
1991-10-01,"904146"
1991-10-01,"904257"
1991-10-01,"902331"
1991-10-01,"916029"
1991-10-01,"741344"
1991-10-01,"945065"
1991-10-01,"907697"
1991-10-01,"905436"
1991-10-01,"905063"
1991-10-01,"945389"
1991-10-01,"912260"
1991-10-01,"907689"
1991-10-01,"901893"
1991-10-01,"905845"
1991-10-01,"921153"
1991-10-01,"544682"
1991-10-01,"544683"
1991-10-01,"902287"
1991-10-01,"936872"
1991-10-01,"901894"
1991-10-01,"906171"
1991-10-01,"902332"
1991-10-01,"905105"
1991-10-01,"905274"
1991-10-01,"905122"
1991-10-01,"904263"
1991-10-01,"921323"
1991-10-01,"901892"
1991-10-01,"519803"
1991-10-01,"945384"
1991-10-01,"916548"
1991-10-01,"904866"
1991-10-01,"921964"
1991-10-01,"982124"
1991-10-01,"905364"
1991-10-01,"922785"
1991-10-01,"905083"
1991-10-01,"906195"
1991-10-01,"951583"
1991-10-01,"902170"
1991-10-01,"933092"
1991-10-01,"905025"
1991-10-01,"905637"
1991-10-01,"905818"
1991-10-01,"904869"
1991-10-01,"906265"
1991-10-01,"922407"
1991-10-01,"901700"
1991-10-01,"902272"
1991-10-01,"944345"
1991-10-01,"921154"
1991-10-01,"905010"
1991-10-01,"905284"
1991-10-01,"905368"
1991-10-01,"904870"
1991-10-01,"923580"
1991-11-01,"916695"
1991-11-01,"905270"
1991-11-01,"921795"
1991-11-01,"904261"
1991-11-01,"905261"
1991-11-01,"916328"
1991-11-01,"923024"
1991-11-01,"936365"
1991-11-01,"902355"
1991-11-01,"912215"
1991-11-01,"929813"
1991-11-01,"905271"
1991-11-01,"921246"
1991-11-01,"923116"
1991-11-01,"952192"
1991-11-01,"905113"
1991-11-01,"912145"
1991-11-01,"905339"
1991-11-01,"951022"
1991-11-01,"905802"
1991-11-01,"906190"
1991-11-01,"905425"
1991-11-01,"906156"
1991-11-01,"912201"
1991-11-01,"921249"
1991-11-01,"906151"
1991-11-01,"916305"
1991-11-01,"921917"
1991-11-01,"945383"
1991-11-01,"905420"
1991-11-01,"992814"
1991-11-01,"912059"
1991-11-01,"992816"
1991-11-01,"921093"
1991-11-01,"902337"
1991-11-01,"901646"
1991-11-01,"905342"
1991-11-01,"904272"
1991-11-01,"702259"
1991-11-01,"912669"
1991-11-01,"921161"
1991-11-01,"905793"
1991-11-01,"921431"
1991-11-01,"932060"
1991-11-01,"905175"
1991-11-01,"904332"
1991-11-01,"951043"
1991-11-01,"923937"
1991-11-01,"902173"
1991-11-01,"902238"
1991-11-01,"905592"
1991-11-01,"930857"
1991-11-01,"905384"
1991-11-01,"905439"
1991-11-01,"916365"
1991-11-01,"905876"
1991-11-01,"945385"
1991-11-01,"912125"
1991-11-01,"906402"
1991-11-01,"902338"
1991-11-01,"923643"
1991-11-01,"982423"
1991-11-01,"905147"
1991-11-01,"905596"
1991-11-01,"938978"
1991-11-01,"952208"
1991-11-01,"904818"
1991-11-01,"905491"
1991-11-01,"912199"
1991-11-01,"905343"
1991-11-01,"905080"
1991-11-01,"905685"
1991-11-01,"921334"
1991-11-01,"912216"
1991-11-01,"916109"
1991-11-01,"922780"
1991-11-01,"921436"
1991-11-01,"916098"
1991-11-01,"543944"
1991-11-01,"904825"
1991-11-01,"912278"
1991-11-01,"907737"
1991-11-01,"945551"
1991-11-01,"902257"
1991-11-01,"993189"
1991-11-01,"912635"
1991-11-01,"912151"
1991-11-01,"905075"
1991-11-01,"921807"
1991-11-01,"902224"
1991-11-01,"916604"
1991-11-01,"906182"
1991-11-01,"905479"
1991-11-01,"912909"
1991-11-01,"906839"
1991-11-01,"906196"
1991-11-01,"902242"
1991-11-01,"905024"
1991-11-01,"904803"
1991-11-01,"916790"
1991-11-01,"912455"
1991-11-01,"902245"
1991-11-01,"912060"
1991-11-01,"916125"
1991-11-01,"916407"
1991-11-01,"904282"
1991-11-01,"906148"
1991-11-01,"902198"
1991-11-01,"981550"
1991-11-01,"916944"
1991-11-01,"998326"
1991-11-01,"916091"
1991-11-01,"929814"
1991-11-01,"749321"
1991-11-01,"902288"
1991-11-01,"905140"
1991-11-01,"902289"
1991-11-01,"906018"
1991-11-01,"912568"
1991-11-01,"921264"
1991-11-01,"905997"
1991-11-01,"992065"
1991-11-01,"912273"
1991-11-01,"903705"
1991-11-01,"906899"
1991-11-01,"912188"
1991-11-01,"905966"
1991-11-01,"951020"
1991-11-01,"938424"
1991-11-01,"905214"
1991-11-01,"912646"
1991-11-01,"932136"
1991-11-01,"906189"
1991-11-01,"912595"
1991-11-01,"916704"
1991-11-01,"902351"
1991-11-01,"916382"
1991-11-01,"923731"
1991-11-01,"944314"
1991-11-01,"905047"
1991-11-01,"904830"
1991-11-01,"905114"
1991-11-01,"905706"
1991-11-01,"902227"
1991-11-01,"902199"
1991-11-01,"904383"
1991-11-01,"905139"
1991-11-01,"921600"
1991-11-01,"904408"
1991-11-01,"912901"
1991-11-01,"902175"
1991-11-01,"903749"
1991-11-01,"916418"
1991-11-01,"945421"
1991-11-01,"921268"
1991-11-01,"902324"
1991-11-01,"905115"
1991-11-01,"997471"
1991-11-01,"905190"
1991-11-01,"902306"
1991-11-01,"902190"
1991-11-01,"902317"
1991-11-01,"905039"
1991-11-01,"905082"
1991-11-01,"905016"
1991-11-01,"916901"
1991-11-01,"951849"
1991-11-01,"921456"
1991-11-01,"921182"
1991-11-01,"912369"
1991-11-01,"923443"
1991-11-01,"902251"
1991-11-01,"930480"
1991-11-01,"951048"
1991-11-01,"923464"
1991-11-01,"912138"
1991-11-01,"921831"
1991-11-01,"902230"
1991-11-01,"904259"
1991-11-01,"912481"
1991-11-01,"906188"
1991-11-01,"923449"
1991-11-01,"951018"
1991-11-01,"907652"
1991-11-01,"906150"
1991-11-01,"905801"
1991-11-01,"905171"
1991-11-01,"912223"
1991-11-01,"912251"
1991-11-01,"905125"
1991-11-01,"906511"
1991-11-01,"904835"
1991-11-01,"916145"
1991-11-01,"921875"
1991-11-01,"905078"
1991-11-01,"923564"
1991-11-01,"906179"
1991-11-01,"904837"
1991-11-01,"904363"
1991-11-01,"905898"
1991-11-01,"902260"
1991-11-01,"921279"
1991-11-01,"905403"
1991-11-01,"921697"
1991-11-01,"904678"
1991-11-01,"905609"
1991-11-01,"921969"
1991-11-01,"916107"
1991-11-01,"921460"
1991-11-01,"905409"
1991-11-01,"944195"
1991-11-01,"912030"
1991-11-01,"902262"
1991-11-01,"921049"
1991-11-01,"905129"
1991-11-01,"905077"
1991-11-01,"905277"
1991-11-01,"916209"
1991-11-01,"998171"
1991-11-01,"921050"
1991-11-01,"906191"
1991-11-01,"902197"
1991-11-01,"905027"
1991-11-01,"904842"
1991-11-01,"916860"
1991-11-01,"923400"
1991-11-01,"906174"
1991-11-01,"905052"
1991-11-01,"515133"
1991-11-01,"905446"
1991-11-01,"912227"
1991-11-01,"922726"
1991-11-01,"997329"
1991-11-01,"921397"
1991-11-01,"906187"
1991-11-01,"905050"
1991-11-01,"904069"
1991-11-01,"982863"
1991-11-01,"930055"
1991-11-01,"916351"
1991-11-01,"912212"
1991-11-01,"907677"
1991-11-01,"906406"
1991-11-01,"906366"
1991-11-01,"729935"
1991-11-01,"905922"
1991-11-01,"905142"
1991-11-01,"902354"
1991-11-01,"905516"
1991-11-01,"916839"
1991-11-01,"912134"
1991-11-01,"921290"
1991-11-01,"937343"
1991-11-01,"912402"
1991-11-01,"904899"
1991-11-01,"997563"
1991-11-01,"905018"
1991-11-01,"912808"
1991-11-01,"921601"
1991-11-01,"944997"
1991-11-01,"905056"
1991-11-01,"929799"
1991-11-01,"905620"
1991-11-01,"906684"
1991-11-01,"912812"
1991-11-01,"923020"
1991-11-01,"921284"
1991-11-01,"906545"
1991-11-01,"904848"
1991-11-01,"912588"
1991-11-01,"904780"
1991-11-01,"921698"
1991-11-01,"905624"
1991-11-01,"907736"
1991-11-01,"912811"
1991-11-01,"906147"
1991-11-01,"904525"
1991-11-01,"905353"
1991-11-01,"938892"
1991-11-01,"921910"
1991-11-01,"921699"
1991-11-01,"905414"
1991-11-01,"904736"
1991-11-01,"905806"
1991-11-01,"906496"
1991-11-01,"933189"
1991-11-01,"902266"
1991-11-01,"905019"
1991-11-01,"921293"
1991-11-01,"922060"
1991-11-01,"906181"
1991-11-01,"912856"
1991-11-01,"902172"
1991-11-01,"906184"
1991-11-01,"921476"
1991-11-01,"902221"
1991-11-01,"740337"
1991-11-01,"902247"
1991-11-01,"921991"
1991-11-01,"541917"
1991-11-01,"904878"
1991-11-01,"741924"
1991-11-01,"905354"
1991-11-01,"902239"
1991-11-01,"904464"
1991-11-01,"993249"
1991-11-01,"516649"
1991-11-01,"905005"
1991-11-01,"912376"
1991-11-01,"906175"
1991-11-01,"912374"
1991-11-01,"905625"
1991-11-01,"921463"
1991-11-01,"912377"
1991-11-01,"906933"
1991-11-01,"912160"
1991-11-01,"905006"
1991-11-01,"902283"
1991-11-01,"906560"
1991-11-01,"901899"
1991-11-01,"938801"
1991-11-01,"905809"
1991-11-01,"729152"
1991-11-01,"921482"
1991-11-01,"945386"
1991-11-01,"904480"
1991-11-01,"905102"
1991-11-01,"921911"
1991-11-01,"905159"
1991-11-01,"719618"
1991-11-01,"759710"
1991-11-01,"946470"
1991-11-01,"906512"
1991-11-01,"905771"
1991-11-01,"921757"
1991-11-01,"902314"
1991-11-01,"944175"
1991-11-01,"901897"
1991-11-01,"921016"
1991-11-01,"905012"
1991-11-01,"945387"
1991-11-01,"921484"
1991-11-01,"902315"
1991-11-01,"905675"
1991-11-01,"905150"
1991-11-01,"912781"
1991-11-01,"905791"
1991-11-01,"902316"
1991-11-01,"921883"
1991-11-01,"905677"
1991-11-01,"916427"
1991-11-01,"912157"
1991-11-01,"544613"
1991-11-01,"904030"
1991-11-01,"904262"
1991-11-01,"904853"
1991-11-01,"901666"
1991-11-01,"905118"
1991-11-01,"906069"
1991-11-01,"756803"
1991-11-01,"904854"
1991-11-01,"907624"
1991-11-01,"741346"
1991-11-01,"938532"
1991-11-01,"912228"
1991-11-01,"904820"
1991-11-01,"923418"
1991-11-01,"902321"
1991-11-01,"902320"
1991-11-01,"912518"
1991-11-01,"905810"
1991-11-01,"904851"
1991-11-01,"916312"
1991-11-01,"921139"
1991-11-01,"912271"
1991-11-01,"912633"
1991-11-01,"702317"
1991-11-01,"905693"
1991-11-01,"923497"
1991-11-01,"902233"
1991-11-01,"905081"
1991-11-01,"938293"
1991-11-01,"907620"
1991-11-01,"518197"
1991-11-01,"905925"
1991-11-01,"921226"
1991-11-01,"938672"
1991-11-01,"906284"
1991-11-01,"916028"
1991-11-01,"945388"
1991-11-01,"916137"
1991-11-01,"981720"
1991-11-01,"904849"
1991-11-01,"543063"
1991-11-01,"945627"
1991-11-01,"906180"
1991-11-01,"921314"
1991-11-01,"912090"
1991-11-01,"912632"
1991-11-01,"916111"
1991-11-01,"518436"
1991-11-01,"904857"
1991-11-01,"905761"
1991-11-01,"916741"
1991-11-01,"906998"
1991-11-01,"912311"
1991-11-01,"905361"
1991-11-01,"923513"
1991-11-01,"921693"
1991-11-01,"906400"
1991-11-01,"906149"
1991-11-01,"902325"
1991-11-01,"921146"
1991-11-01,"904864"
1991-11-01,"981683"
1991-11-01,"933974"
1991-11-01,"921503"
1991-11-01,"921232"
1991-11-01,"902350"
1991-11-01,"922725"
1991-11-01,"905255"
1991-11-01,"905119"
1991-11-01,"912401"
1991-11-01,"916079"
1991-11-01,"921855"
1991-11-01,"905682"
1991-11-01,"902329"
1991-11-01,"951606"
1991-11-01,"923425"
1991-11-01,"904897"
1991-11-01,"951574"
1991-11-01,"903736"
1991-11-01,"945727"
1991-11-01,"912969"
1991-11-01,"904598"
1991-11-01,"906177"
1991-11-01,"905061"
1991-11-01,"921649"
1991-11-01,"501541"
1991-11-01,"921645"
1991-11-01,"905423"
1991-11-01,"905062"
1991-11-01,"903720"
1991-11-01,"993394"
1991-11-01,"904146"
1991-11-01,"904257"
1991-11-01,"902331"
1991-11-01,"916029"
1991-11-01,"741344"
1991-11-01,"945065"
1991-11-01,"907697"
1991-11-01,"905436"
1991-11-01,"905063"
1991-11-01,"945389"
1991-11-01,"912260"
1991-11-01,"907689"
1991-11-01,"901893"
1991-11-01,"905845"
1991-11-01,"921153"
1991-11-01,"544682"
1991-11-01,"544683"
1991-11-01,"902287"
1991-11-01,"936872"
1991-11-01,"901894"
1991-11-01,"906171"
1991-11-01,"902332"
1991-11-01,"905105"
1991-11-01,"905274"
1991-11-01,"905122"
1991-11-01,"904263"
1991-11-01,"921323"
1991-11-01,"901892"
1991-11-01,"519803"
1991-11-01,"945384"
1991-11-01,"916548"
1991-11-01,"904866"
1991-11-01,"921964"
1991-11-01,"982124"
1991-11-01,"905364"
1991-11-01,"922785"
1991-11-01,"905083"
1991-11-01,"906195"
1991-11-01,"951583"
1991-11-01,"902170"
1991-11-01,"933092"
1991-11-01,"905025"
1991-11-01,"905637"
1991-11-01,"905818"
1991-11-01,"904869"
1991-11-01,"906265"
1991-11-01,"922407"
1991-11-01,"901700"
1991-11-01,"902272"
1991-11-01,"944345"
1991-11-01,"921154"
1991-11-01,"905010"
1991-11-01,"905284"
1991-11-01,"905368"
1991-11-01,"904870"
1991-11-01,"923580"
1991-12-01,"916695"
1991-12-01,"905270"
1991-12-01,"921795"
1991-12-01,"904261"
1991-12-01,"905261"
1991-12-01,"916328"
1991-12-01,"923024"
1991-12-01,"936365"
1991-12-01,"902355"
1991-12-01,"912215"
1991-12-01,"929813"
1991-12-01,"905271"
1991-12-01,"921246"
1991-12-01,"923116"
1991-12-01,"952192"
1991-12-01,"905113"
1991-12-01,"912145"
1991-12-01,"905339"
1991-12-01,"951022"
1991-12-01,"905802"
1991-12-01,"906190"
1991-12-01,"905425"
1991-12-01,"906156"
1991-12-01,"912201"
1991-12-01,"921249"
1991-12-01,"906151"
1991-12-01,"916305"
1991-12-01,"921917"
1991-12-01,"945383"
1991-12-01,"905420"
1991-12-01,"992814"
1991-12-01,"912059"
1991-12-01,"992816"
1991-12-01,"921093"
1991-12-01,"902337"
1991-12-01,"901646"
1991-12-01,"905342"
1991-12-01,"904272"
1991-12-01,"702259"
1991-12-01,"912669"
1991-12-01,"921161"
1991-12-01,"905793"
1991-12-01,"921431"
1991-12-01,"932060"
1991-12-01,"905175"
1991-12-01,"904332"
1991-12-01,"951043"
1991-12-01,"923937"
1991-12-01,"902173"
1991-12-01,"902238"
1991-12-01,"905592"
1991-12-01,"930857"
1991-12-01,"905384"
1991-12-01,"905439"
1991-12-01,"916365"
1991-12-01,"905876"
1991-12-01,"945385"
1991-12-01,"912125"
1991-12-01,"906402"
1991-12-01,"902338"
1991-12-01,"923643"
1991-12-01,"982423"
1991-12-01,"905147"
1991-12-01,"905596"
1991-12-01,"938978"
1991-12-01,"952208"
1991-12-01,"904818"
1991-12-01,"905491"
1991-12-01,"912199"
1991-12-01,"905343"
1991-12-01,"905080"
1991-12-01,"905685"
1991-12-01,"921334"
1991-12-01,"912216"
1991-12-01,"916109"
1991-12-01,"922780"
1991-12-01,"921436"
1991-12-01,"916098"
1991-12-01,"543944"
1991-12-01,"904825"
1991-12-01,"912278"
1991-12-01,"907737"
1991-12-01,"945551"
1991-12-01,"902257"
1991-12-01,"993189"
1991-12-01,"912635"
1991-12-01,"912151"
1991-12-01,"905075"
1991-12-01,"921807"
1991-12-01,"902224"
1991-12-01,"916604"
1991-12-01,"906182"
1991-12-01,"905479"
1991-12-01,"912909"
1991-12-01,"906839"
1991-12-01,"906196"
1991-12-01,"902242"
1991-12-01,"905024"
1991-12-01,"904803"
1991-12-01,"916790"
1991-12-01,"912455"
1991-12-01,"902245"
1991-12-01,"912060"
1991-12-01,"916125"
1991-12-01,"916407"
1991-12-01,"904282"
1991-12-01,"906148"
1991-12-01,"902198"
1991-12-01,"981550"
1991-12-01,"916944"
1991-12-01,"998326"
1991-12-01,"916091"
1991-12-01,"929814"
1991-12-01,"749321"
1991-12-01,"902288"
1991-12-01,"905140"
1991-12-01,"902289"
1991-12-01,"906018"
1991-12-01,"912568"
1991-12-01,"921264"
1991-12-01,"905997"
1991-12-01,"992065"
1991-12-01,"912273"
1991-12-01,"903705"
1991-12-01,"906899"
1991-12-01,"912188"
1991-12-01,"905966"
1991-12-01,"951020"
1991-12-01,"938424"
1991-12-01,"905214"
1991-12-01,"912646"
1991-12-01,"932136"
1991-12-01,"906189"
1991-12-01,"912595"
1991-12-01,"916704"
1991-12-01,"902351"
1991-12-01,"916382"
1991-12-01,"923731"
1991-12-01,"944314"
1991-12-01,"905047"
1991-12-01,"904830"
1991-12-01,"905114"
1991-12-01,"905706"
1991-12-01,"902227"
1991-12-01,"902199"
1991-12-01,"904383"
1991-12-01,"905139"
1991-12-01,"921600"
1991-12-01,"904408"
1991-12-01,"912901"
1991-12-01,"902175"
1991-12-01,"903749"
1991-12-01,"916418"
1991-12-01,"945421"
1991-12-01,"921268"
1991-12-01,"902324"
1991-12-01,"905115"
1991-12-01,"997471"
1991-12-01,"905190"
1991-12-01,"902306"
1991-12-01,"902190"
1991-12-01,"902317"
1991-12-01,"905039"
1991-12-01,"905082"
1991-12-01,"905016"
1991-12-01,"916901"
1991-12-01,"951849"
1991-12-01,"921456"
1991-12-01,"921182"
1991-12-01,"912369"
1991-12-01,"923443"
1991-12-01,"902251"
1991-12-01,"930480"
1991-12-01,"951048"
1991-12-01,"923464"
1991-12-01,"912138"
1991-12-01,"921831"
1991-12-01,"902230"
1991-12-01,"904259"
1991-12-01,"912481"
1991-12-01,"906188"
1991-12-01,"923449"
1991-12-01,"951018"
1991-12-01,"907652"
1991-12-01,"906150"
1991-12-01,"905801"
1991-12-01,"905171"
1991-12-01,"912223"
1991-12-01,"912251"
1991-12-01,"905125"
1991-12-01,"906511"
1991-12-01,"904835"
1991-12-01,"916145"
1991-12-01,"921875"
1991-12-01,"905078"
1991-12-01,"923564"
1991-12-01,"906179"
1991-12-01,"904837"
1991-12-01,"904363"
1991-12-01,"905898"
1991-12-01,"902260"
1991-12-01,"921279"
1991-12-01,"905403"
1991-12-01,"921697"
1991-12-01,"904678"
1991-12-01,"905609"
1991-12-01,"921969"
1991-12-01,"916107"
1991-12-01,"921460"
1991-12-01,"905409"
1991-12-01,"944195"
1991-12-01,"912030"
1991-12-01,"902262"
1991-12-01,"921049"
1991-12-01,"905129"
1991-12-01,"905077"
1991-12-01,"905277"
1991-12-01,"916209"
1991-12-01,"998171"
1991-12-01,"921050"
1991-12-01,"906191"
1991-12-01,"902197"
1991-12-01,"905027"
1991-12-01,"904842"
1991-12-01,"916860"
1991-12-01,"923400"
1991-12-01,"906174"
1991-12-01,"905052"
1991-12-01,"515133"
1991-12-01,"905446"
1991-12-01,"912227"
1991-12-01,"922726"
1991-12-01,"997329"
1991-12-01,"921397"
1991-12-01,"906187"
1991-12-01,"905050"
1991-12-01,"904069"
1991-12-01,"982863"
1991-12-01,"930055"
1991-12-01,"916351"
1991-12-01,"912212"
1991-12-01,"907677"
1991-12-01,"906406"
1991-12-01,"906366"
1991-12-01,"729935"
1991-12-01,"905922"
1991-12-01,"905142"
1991-12-01,"902354"
1991-12-01,"905516"
1991-12-01,"916839"
1991-12-01,"912134"
1991-12-01,"921290"
1991-12-01,"937343"
1991-12-01,"912402"
1991-12-01,"904899"
1991-12-01,"997563"
1991-12-01,"905018"
1991-12-01,"912808"
1991-12-01,"921601"
1991-12-01,"944997"
1991-12-01,"905056"
1991-12-01,"929799"
1991-12-01,"905620"
1991-12-01,"906684"
1991-12-01,"912812"
1991-12-01,"923020"
1991-12-01,"921284"
1991-12-01,"906545"
1991-12-01,"904848"
1991-12-01,"912588"
1991-12-01,"904780"
1991-12-01,"921698"
1991-12-01,"905624"
1991-12-01,"907736"
1991-12-01,"912811"
1991-12-01,"906147"
1991-12-01,"904525"
1991-12-01,"905353"
1991-12-01,"938892"
1991-12-01,"921910"
1991-12-01,"921699"
1991-12-01,"905414"
1991-12-01,"904736"
1991-12-01,"905806"
1991-12-01,"906496"
1991-12-01,"933189"
1991-12-01,"902266"
1991-12-01,"905019"
1991-12-01,"921293"
1991-12-01,"922060"
1991-12-01,"906181"
1991-12-01,"912856"
1991-12-01,"902172"
1991-12-01,"906184"
1991-12-01,"921476"
1991-12-01,"902221"
1991-12-01,"740337"
1991-12-01,"902247"
1991-12-01,"921991"
1991-12-01,"541917"
1991-12-01,"904878"
1991-12-01,"741924"
1991-12-01,"905354"
1991-12-01,"902239"
1991-12-01,"904464"
1991-12-01,"993249"
1991-12-01,"516649"
1991-12-01,"905005"
1991-12-01,"912376"
1991-12-01,"906175"
1991-12-01,"912374"
1991-12-01,"905625"
1991-12-01,"921463"
1991-12-01,"912377"
1991-12-01,"906933"
1991-12-01,"912160"
1991-12-01,"905006"
1991-12-01,"902283"
1991-12-01,"906560"
1991-12-01,"901899"
1991-12-01,"938801"
1991-12-01,"905809"
1991-12-01,"729152"
1991-12-01,"921482"
1991-12-01,"945386"
1991-12-01,"904480"
1991-12-01,"905102"
1991-12-01,"921911"
1991-12-01,"905159"
1991-12-01,"719618"
1991-12-01,"759710"
1991-12-01,"946470"
1991-12-01,"906512"
1991-12-01,"905771"
1991-12-01,"921757"
1991-12-01,"902314"
1991-12-01,"944175"
1991-12-01,"901897"
1991-12-01,"921016"
1991-12-01,"905012"
1991-12-01,"945387"
1991-12-01,"921484"
1991-12-01,"902315"
1991-12-01,"905675"
1991-12-01,"905150"
1991-12-01,"912781"
1991-12-01,"905791"
1991-12-01,"902316"
1991-12-01,"921883"
1991-12-01,"905677"
1991-12-01,"916427"
1991-12-01,"912157"
1991-12-01,"544613"
1991-12-01,"904030"
1991-12-01,"904262"
1991-12-01,"904853"
1991-12-01,"901666"
1991-12-01,"905118"
1991-12-01,"906069"
1991-12-01,"756803"
1991-12-01,"904854"
1991-12-01,"907624"
1991-12-01,"741346"
1991-12-01,"938532"
1991-12-01,"912228"
1991-12-01,"904820"
1991-12-01,"923418"
1991-12-01,"902321"
1991-12-01,"902320"
1991-12-01,"912518"
1991-12-01,"905810"
1991-12-01,"904851"
1991-12-01,"916312"
1991-12-01,"921139"
1991-12-01,"912271"
1991-12-01,"912633"
1991-12-01,"702317"
1991-12-01,"905693"
1991-12-01,"923497"
1991-12-01,"902233"
1991-12-01,"905081"
1991-12-01,"938293"
1991-12-01,"907620"
1991-12-01,"518197"
1991-12-01,"905925"
1991-12-01,"921226"
1991-12-01,"938672"
1991-12-01,"906284"
1991-12-01,"916028"
1991-12-01,"945388"
1991-12-01,"916137"
1991-12-01,"981720"
1991-12-01,"904849"
1991-12-01,"543063"
1991-12-01,"945627"
1991-12-01,"906180"
1991-12-01,"921314"
1991-12-01,"912090"
1991-12-01,"912632"
1991-12-01,"916111"
1991-12-01,"518436"
1991-12-01,"904857"
1991-12-01,"905761"
1991-12-01,"916741"
1991-12-01,"906998"
1991-12-01,"912311"
1991-12-01,"905361"
1991-12-01,"923513"
1991-12-01,"921693"
1991-12-01,"906400"
1991-12-01,"906149"
1991-12-01,"902325"
1991-12-01,"921146"
1991-12-01,"904864"
1991-12-01,"981683"
1991-12-01,"933974"
1991-12-01,"921503"
1991-12-01,"921232"
1991-12-01,"902350"
1991-12-01,"922725"
1991-12-01,"905255"
1991-12-01,"905119"
1991-12-01,"912401"
1991-12-01,"916079"
1991-12-01,"921855"
1991-12-01,"905682"
1991-12-01,"902329"
1991-12-01,"951606"
1991-12-01,"923425"
1991-12-01,"904897"
1991-12-01,"951574"
1991-12-01,"903736"
1991-12-01,"945727"
1991-12-01,"912969"
1991-12-01,"904598"
1991-12-01,"906177"
1991-12-01,"905061"
1991-12-01,"921649"
1991-12-01,"501541"
1991-12-01,"921645"
1991-12-01,"905423"
1991-12-01,"905062"
1991-12-01,"903720"
1991-12-01,"993394"
1991-12-01,"904146"
1991-12-01,"904257"
1991-12-01,"902331"
1991-12-01,"916029"
1991-12-01,"741344"
1991-12-01,"945065"
1991-12-01,"907697"
1991-12-01,"905436"
1991-12-01,"905063"
1991-12-01,"945389"
1991-12-01,"912260"
1991-12-01,"907689"
1991-12-01,"901893"
1991-12-01,"905845"
1991-12-01,"921153"
1991-12-01,"544682"
1991-12-01,"544683"
1991-12-01,"902287"
1991-12-01,"936872"
1991-12-01,"901894"
1991-12-01,"906171"
1991-12-01,"902332"
1991-12-01,"905105"
1991-12-01,"905274"
1991-12-01,"905122"
1991-12-01,"904263"
1991-12-01,"921323"
1991-12-01,"901892"
1991-12-01,"519803"
1991-12-01,"945384"
1991-12-01,"916548"
1991-12-01,"904866"
1991-12-01,"921964"
1991-12-01,"982124"
1991-12-01,"905364"
1991-12-01,"922785"
1991-12-01,"905083"
1991-12-01,"906195"
1991-12-01,"951583"
1991-12-01,"902170"
1991-12-01,"933092"
1991-12-01,"905025"
